url,Perfume,Brand,Country,Gender,Rating Value,Rating Count,Year,Top,Middle,Base,mainaccord1,mainaccord2,mainaccord3,mainaccord4,mainaccord5,accords_list,accords_weighted,perfil_texto,cluster
https://www.fragrantica.com/perfume/jean-paul-gaultier/le-male-pride-edition-73607.html,le male pride edition,jean paul gaultier,France,men,"2,53",662,2022,blood orange  yuzu,neroli  orange blossom,musk  white woods,citrus,white floral,fresh spicy,sweet,musky,"['citrus', 'white floral', 'fresh spicy', 'sweet', 'musky']",citrus citrus citrus citrus citrus white floral white floral white floral white floral fresh spicy fresh spicy fresh spicy sweet sweet musky,perfume: le male pride edition. brand: jean paul gaultier. gender: men. country: France. year: 2022. top notes: blood orange  yuzu. middle notes: neroli  orange blossom. base notes: musk  white woods. main accords: citrus citrus citrus citrus citrus white floral white floral white floral white floral fresh spicy fresh spicy fresh spicy sweet sweet musky.,2
https://www.fragrantica.com/perfume/vivamor-parfums/rouge-imperiale-81650.html,rouge imperiale,vivamor parfums,France,unisex,"2,62",26,2023,saffron  bulgarian rose,australian sandalwood  iris  jasmine,suede  bourbon vanilla  texas cedar,leather,warm spicy,rose,powdery,metallic,"['leather', 'warm spicy', 'rose', 'powdery', 'metallic']",leather leather leather leather leather warm spicy warm spicy warm spicy warm spicy rose rose rose powdery powdery metallic,perfume: rouge imperiale. brand: vivamor parfums. gender: unisex. country: France. year: 2023. top notes: saffron  bulgarian rose. middle notes: australian sandalwood  iris  jasmine. base notes: suede  bourbon vanilla  texas cedar. main accords: leather leather leather leather leather warm spicy warm spicy warm spicy warm spicy rose rose rose powdery powdery metallic.,0
https://www.fragrantica.com/perfume/brocard/cherry-lady-45795.html,cherry lady,brocard,Russia,women,"2,64",39,,watermelon  mango  papaya  pineapple  peach  lemon,lotus  hibiscus,musk  sandalwood  amber,fruity,tropical,sweet,ozonic,aquatic,"['fruity', 'tropical', 'sweet', 'ozonic', 'aquatic']",fruity fruity fruity fruity fruity tropical tropical tropical tropical sweet sweet sweet ozonic ozonic aquatic,perfume: cherry lady. brand: brocard. gender: women. country: Russia. year: . top notes: watermelon  mango  papaya  pineapple  peach  lemon. middle notes: lotus  hibiscus. base notes: musk  sandalwood  amber. main accords: fruity fruity fruity fruity fruity tropical tropical tropical tropical sweet sweet sweet ozonic ozonic aquatic.,4
https://www.fragrantica.com/perfume/bybozo/french-kiss-83935.html,french kiss,bybozo,France,women,"2,65",26,2023,lemon verbena  neroli,fig  corn  magnolia  saffron  barberry  cherry blossom,pear wood  meringue  amber,fruity,woody,sweet,floral,citrus,"['fruity', 'woody', 'sweet', 'floral', 'citrus']",fruity fruity fruity fruity fruity woody woody woody woody sweet sweet sweet floral floral citrus,perfume: french kiss. brand: bybozo. gender: women. country: France. year: 2023. top notes: lemon verbena  neroli. middle notes: fig  corn  magnolia  saffron  barberry  cherry blossom. base notes: pear wood  meringue  amber. main accords: fruity fruity fruity fruity fruity woody woody woody woody sweet sweet sweet floral floral citrus.,4
https://www.fragrantica.com/perfume/sospiro-perfumes/erba-oud-75943.html,erba oud,sospiro perfumes,Italy,unisex,"2,66",65,2022,orange  bergamot  lemon,melon  saffron  peach  apple,agarwood (oud)  leather  vanilla  amber  white musk,citrus,oud,fruity,leather,sweet,"['citrus', 'oud', 'fruity', 'leather', 'sweet']",citrus citrus citrus citrus citrus oud oud oud oud fruity fruity fruity leather leather sweet,perfume: erba oud. brand: sospiro perfumes. gender: unisex. country: Italy. year: 2022. top notes: orange  bergamot  lemon. middle notes: melon  saffron  peach  apple. base notes: agarwood (oud)  leather  vanilla  amber  white musk. main accords: citrus citrus citrus citrus citrus oud oud oud oud fruity fruity fruity leather leather sweet.,4
https://www.fragrantica.com/perfume/trump/donald-trump-22530.html,donald trump,trump,USA,men,"2,68",569,2004,cucumber  black basil  mint  citruses,spicy notes  pepper  herbal notes  woody notes,spicy notes  exotic woods  vetiver,green,fresh spicy,aromatic,ozonic,aquatic,"['green', 'fresh spicy', 'aromatic', 'ozonic', 'aquatic']",green green green green green fresh spicy fresh spicy fresh spicy fresh spicy aromatic aromatic aromatic ozonic ozonic aquatic,perfume: donald trump. brand: trump. gender: men. country: USA. year: 2004. top notes: cucumber  black basil  mint  citruses. middle notes: spicy notes  pepper  herbal notes  woody notes. base notes: spicy notes  exotic woods  vetiver. main accords: green green green green green fresh spicy fresh spicy fresh spicy fresh spicy aromatic aromatic aromatic ozonic ozonic aquatic.,1
https://www.fragrantica.com/perfume/rook-perfumes/school-71048.html,school,rook perfumes,UK,unisex,"2,68",28,2021,concrete  woody notes  ozonic notes  moss,rubber  paper  olibanum,coffee  cedar,rubber,mineral,paper,woody,,"['rubber', 'mineral', 'paper', 'woody']",rubber rubber rubber rubber rubber mineral mineral mineral mineral paper paper paper woody woody,perfume: school. brand: rook perfumes. gender: unisex. country: UK. year: 2021. top notes: concrete  woody notes  ozonic notes  moss. middle notes: rubber  paper  olibanum. base notes: coffee  cedar. main accords: rubber rubber rubber rubber rubber mineral mineral mineral mineral paper paper paper woody woody.,3
https://www.fragrantica.com/perfume/o-boticario/glamour-gold-glam-75017.html,glamour gold glam,o boticario,Brazil,women,"2,69",118,2022,raspberry  neroli  bergamot,jasmine  orange blossom  tuberose,clearwood  amber  sandalwood  patchouli  cistus incanus,woody,white floral,fruity,sweet,amber,"['woody', 'white floral', 'fruity', 'sweet', 'amber']",woody woody woody woody woody white floral white floral white floral white floral fruity fruity fruity sweet sweet amber,perfume: glamour gold glam. brand: o boticario. gender: women. country: Brazil. year: 2022. top notes: raspberry  neroli  bergamot. middle notes: jasmine  orange blossom  tuberose. base notes: clearwood  amber  sandalwood  patchouli  cistus incanus. main accords: woody woody woody woody woody white floral white floral white floral white floral fruity fruity fruity sweet sweet amber.,2
https://www.fragrantica.com/perfume/clean/clean-simply-soap-5899.html,clean simply soap,clean,USA,women,"2,71",143,2009,bergamot  frangipani,lotus  violet  rose,musk,floral,powdery,citrus,musky,violet,"['floral', 'powdery', 'citrus', 'musky', 'violet']",floral floral floral floral floral powdery powdery powdery powdery citrus citrus citrus musky musky violet,perfume: clean simply soap. brand: clean. gender: women. country: USA. year: 2009. top notes: bergamot  frangipani. middle notes: lotus  violet  rose. base notes: musk. main accords: floral floral floral floral floral powdery powdery powdery powdery citrus citrus citrus musky musky violet.,3
https://www.fragrantica.com/perfume/michael-malul-london/visionair-midnight-blue-62601.html,visionair midnight blue,michael malul london,USA,men,"2,71",42,2020,watermelon  lavender  bergamot,lotus  jasmine,musk  sandalwood  amber,ozonic,aquatic,lavender,citrus,floral,"['ozonic', 'aquatic', 'lavender', 'citrus', 'floral']",ozonic ozonic ozonic ozonic ozonic aquatic aquatic aquatic aquatic lavender lavender lavender citrus citrus floral,perfume: visionair midnight blue. brand: michael malul london. gender: men. country: USA. year: 2020. top notes: watermelon  lavender  bergamot. middle notes: lotus  jasmine. base notes: musk  sandalwood  amber. main accords: ozonic ozonic ozonic ozonic ozonic aquatic aquatic aquatic aquatic lavender lavender lavender citrus citrus floral.,3
https://www.fragrantica.com/perfume/o-boticario/malbec-sport-41727.html,malbec sport,o boticario,Brazil,men,"2,72",299,2016,nutmeg  cardamom  lime  bergamot  mandarin orange  juniper,lavender  geranium  head space waterfall  sage,leather  patchouli  sandalwood  musk  amber  cedar  moss  vetiver  tonka bean,leather,fresh spicy,warm spicy,woody,aromatic,"['leather', 'fresh spicy', 'warm spicy', 'woody', 'aromatic']",leather leather leather leather leather fresh spicy fresh spicy fresh spicy fresh spicy warm spicy warm spicy warm spicy woody woody aromatic,perfume: malbec sport. brand: o boticario. gender: men. country: Brazil. year: 2016. top notes: nutmeg  cardamom  lime  bergamot  mandarin orange  juniper. middle notes: lavender  geranium  head space waterfall  sage. base notes: leather  patchouli  sandalwood  musk  amber  cedar  moss  vetiver  tonka bean. main accords: leather leather leather leather leather fresh spicy fresh spicy fresh spicy fresh spicy warm spicy warm spicy warm spicy woody woody aromatic.,0
https://www.fragrantica.com/perfume/filippo-sorcinelli/cyber-sex-67616.html,cyber sex,filippo sorcinelli,Italy,unisex,"2,74",70,2021,juniper berries  pink grapefruit  mandarin orange  neroli,rosemary  spices  cyclamen  lavender  almond blossom,ambrette (musk mallow)  vetiver  cedar  precious woods  vanilla  tonka bean,aromatic,fresh spicy,woody,citrus,musky,"['aromatic', 'fresh spicy', 'woody', 'citrus', 'musky']",aromatic aromatic aromatic aromatic aromatic fresh spicy fresh spicy fresh spicy fresh spicy woody woody woody citrus citrus musky,perfume: cyber sex. brand: filippo sorcinelli. gender: unisex. country: Italy. year: 2021. top notes: juniper berries  pink grapefruit  mandarin orange  neroli. middle notes: rosemary  spices  cyclamen  lavender  almond blossom. base notes: ambrette (musk mallow)  vetiver  cedar  precious woods  vanilla  tonka bean. main accords: aromatic aromatic aromatic aromatic aromatic fresh spicy fresh spicy fresh spicy fresh spicy woody woody woody citrus citrus musky.,1
https://www.fragrantica.com/perfume/jean-paul-gaultier/classique-pride-edition-73288.html,classique pride edition,jean paul gaultier,France,women,"2,75",174,2022,yuzu  blood orange,neroli  orange blossom,musk  white wood,citrus,white floral,musky,woody,fresh spicy,"['citrus', 'white floral', 'musky', 'woody', 'fresh spicy']",citrus citrus citrus citrus citrus white floral white floral white floral white floral musky musky musky woody woody fresh spicy,perfume: classique pride edition. brand: jean paul gaultier. gender: women. country: France. year: 2022. top notes: yuzu  blood orange. middle notes: neroli  orange blossom. base notes: musk  white wood. main accords: citrus citrus citrus citrus citrus white floral white floral white floral white floral musky musky musky woody woody fresh spicy.,2
https://www.fragrantica.com/perfume/navitus-parfums/oud-imperium-60637.html,oud imperium,navitus parfums,UAE,unisex,"2,81",62,2019,apple  lavender  lemon,jasmine  vanilla  woody notes  lily of the valley,agarwood (oud)  amber  tonka bean  sandalwood  cypriol oil or nagarmotha  musk  guaiac wood,woody,vanilla,amber,powdery,oud,"['woody', 'vanilla', 'amber', 'powdery', 'oud']",woody woody woody woody woody vanilla vanilla vanilla vanilla amber amber amber powdery powdery oud,perfume: oud imperium. brand: navitus parfums. gender: unisex. country: UAE. year: 2019. top notes: apple  lavender  lemon. middle notes: jasmine  vanilla  woody notes  lily of the valley. base notes: agarwood (oud)  amber  tonka bean  sandalwood  cypriol oil or nagarmotha  musk  guaiac wood. main accords: woody woody woody woody woody vanilla vanilla vanilla vanilla amber amber amber powdery powdery oud.,3
https://www.fragrantica.com/perfume/franck-boclet/vetiver-49353.html,vetiver,franck boclet,France,unisex,"2,81",32,2018,bergamot  lemon  orange,vetiver  orange blossom  lily of the valley  rose  jasmine,vetiver  musk  sandalwood  cedar  chive,citrus,white floral,woody,aromatic,musky,"['citrus', 'white floral', 'woody', 'aromatic', 'musky']",citrus citrus citrus citrus citrus white floral white floral white floral white floral woody woody woody aromatic aromatic musky,perfume: vetiver. brand: franck boclet. gender: unisex. country: France. year: 2018. top notes: bergamot  lemon  orange. middle notes: vetiver  orange blossom  lily of the valley  rose  jasmine. base notes: vetiver  musk  sandalwood  cedar  chive. main accords: citrus citrus citrus citrus citrus white floral white floral white floral white floral woody woody woody aromatic aromatic musky.,2
https://www.fragrantica.com/perfume/ricardo-ramos-perfumes-de-autor/cristina-la-veneno-veneno-pa-tu-piel-66074.html,cristina la veneno veneno pa tu piel,ricardo ramos perfumes de autor,Spain,unisex,"2,82",55,2020,tonic water  gin  berry fruits,vinyl  blood  saffron  turkish rose,madagascar vanilla  musk  galbanum  sandalwood,vinyl,mineral,metallic,aromatic,,"['vinyl', 'mineral', 'metallic', 'aromatic']",vinyl vinyl vinyl vinyl vinyl mineral mineral mineral mineral metallic metallic metallic aromatic aromatic,perfume: cristina la veneno veneno pa tu piel. brand: ricardo ramos perfumes de autor. gender: unisex. country: Spain. year: 2020. top notes: tonic water  gin  berry fruits. middle notes: vinyl  blood  saffron  turkish rose. base notes: madagascar vanilla  musk  galbanum  sandalwood. main accords: vinyl vinyl vinyl vinyl vinyl mineral mineral mineral mineral metallic metallic metallic aromatic aromatic.,3
https://www.fragrantica.com/perfume/filippo-sorcinelli/quickie-and-coffee-90649.html,quickie and coffee,filippo sorcinelli,Italy,unisex,"2,82",33,2024,coffee  honey  pine,animal notes  saffron  marine notes  jasmine,musk  ambrette  amber,musky,warm spicy,animalic,coffee,powdery,"['musky', 'warm spicy', 'animalic', 'coffee', 'powdery']",musky musky musky musky musky warm spicy warm spicy warm spicy warm spicy animalic animalic animalic coffee coffee powdery,perfume: quickie and coffee. brand: filippo sorcinelli. gender: unisex. country: Italy. year: 2024. top notes: coffee  honey  pine. middle notes: animal notes  saffron  marine notes  jasmine. base notes: musk  ambrette  amber. main accords: musky musky musky musky musky warm spicy warm spicy warm spicy warm spicy animalic animalic animalic coffee coffee powdery.,0
https://www.fragrantica.com/perfume/faberlic/orangerie-mimosa-19311.html,orangerie mimosa,faberlic,Russia,women,"2,83",52,2003,mimosa,red lily,iris  tonka bean,yellow floral,powdery,floral,sweet,white floral,"['yellow floral', 'powdery', 'floral', 'sweet', 'white floral']",yellow floral yellow floral yellow floral yellow floral yellow floral powdery powdery powdery powdery floral floral floral sweet sweet white floral,perfume: orangerie mimosa. brand: faberlic. gender: women. country: Russia. year: 2003. top notes: mimosa. middle notes: red lily. base notes: iris  tonka bean. main accords: yellow floral yellow floral yellow floral yellow floral yellow floral powdery powdery powdery powdery floral floral floral sweet sweet white floral.,2
https://www.fragrantica.com/perfume/in-the-box/aventhis-64328.html,aventhis,in the box,Brazil,men,"2,83",65,2019,bergamot  pineapple  apple  black currant leaf,birch  patchouli  red berries  jasmine,oakmoss  musk  amber  vanilla,fruity,mossy,woody,earthy,citrus,"['fruity', 'mossy', 'woody', 'earthy', 'citrus']",fruity fruity fruity fruity fruity mossy mossy mossy mossy woody woody woody earthy earthy citrus,perfume: aventhis. brand: in the box. gender: men. country: Brazil. year: 2019. top notes: bergamot  pineapple  apple  black currant leaf. middle notes: birch  patchouli  red berries  jasmine. base notes: oakmoss  musk  amber  vanilla. main accords: fruity fruity fruity fruity fruity mossy mossy mossy mossy woody woody woody earthy earthy citrus.,4
https://www.fragrantica.com/perfume/carolina-herrera/212-heroes-collector-edition-90277.html,212 heroes collector edition,carolina herrera,USA,men,"2,84",31,2023,pear  cannabis  lemon zest  ginger,african geranium,leather  woodsy notes,leather,woody,aromatic,citrus,cannabis,"['leather', 'woody', 'aromatic', 'citrus', 'cannabis']",leather leather leather leather leather woody woody woody woody aromatic aromatic aromatic citrus citrus cannabis,perfume: 212 heroes collector edition. brand: carolina herrera. gender: men. country: USA. year: 2023. top notes: pear  cannabis  lemon zest  ginger. middle notes: african geranium. base notes: leather  woodsy notes. main accords: leather leather leather leather leather woody woody woody woody aromatic aromatic aromatic citrus citrus cannabis.,1
https://www.fragrantica.com/perfume/bohoboco/wild-carrot-oud-74152.html,wild carrot oud,bohoboco,Poland,unisex,"2,85",147,2022,carrot  cinnamon  bergamot,agarwood (oud)  dry wood  cedar  tobacco,earthy notes  leather  styrax,earthy,woody,powdery,oud,soft spicy,"['earthy', 'woody', 'powdery', 'oud', 'soft spicy']",earthy earthy earthy earthy earthy woody woody woody woody powdery powdery powdery oud oud soft spicy,perfume: wild carrot oud. brand: bohoboco. gender: unisex. country: Poland. year: 2022. top notes: carrot  cinnamon  bergamot. middle notes: agarwood (oud)  dry wood  cedar  tobacco. base notes: earthy notes  leather  styrax. main accords: earthy earthy earthy earthy earthy woody woody woody woody powdery powdery powdery oud oud soft spicy.,3
https://www.fragrantica.com/perfume/dzintars/titaniks-20475.html,titaniks,dzintars,Latvia,men,"2,86",56,2000,watery notes  bergamot  grapefruit,seaweed  myrtle  iris,pine tree  woody notes  amber,aromatic,woody,aquatic,marine,fresh spicy,"['aromatic', 'woody', 'aquatic', 'marine', 'fresh spicy']",aromatic aromatic aromatic aromatic aromatic woody woody woody woody aquatic aquatic aquatic marine marine fresh spicy,perfume: titaniks. brand: dzintars. gender: men. country: Latvia. year: 2000. top notes: watery notes  bergamot  grapefruit. middle notes: seaweed  myrtle  iris. base notes: pine tree  woody notes  amber. main accords: aromatic aromatic aromatic aromatic aromatic woody woody woody woody aquatic aquatic aquatic marine marine fresh spicy.,1
https://www.fragrantica.com/perfume/aaron-terence-hughes/neroli-58431.html,neroli,aaron terence hughes,UK,unisex,"2,86",29,2019,neroli,jasmine sambac,sandalwood,white floral,citrus,woody,floral,fresh,"['white floral', 'citrus', 'woody', 'floral', 'fresh']",white floral white floral white floral white floral white floral citrus citrus citrus citrus woody woody woody floral floral fresh,perfume: neroli. brand: aaron terence hughes. gender: unisex. country: UK. year: 2019. top notes: neroli. middle notes: jasmine sambac. base notes: sandalwood. main accords: white floral white floral white floral white floral white floral citrus citrus citrus citrus woody woody woody floral floral fresh.,2
https://www.fragrantica.com/perfume/brocard/snow-palace-81665.html,snow palace,brocard,Russia,women,"2,88",33,2023,ozonic notes  aquatic notes  aldehydes,white musk  lily of the valley  bergamot,sandalwood  amber,ozonic,aldehydic,fresh,marine,musky,"['ozonic', 'aldehydic', 'fresh', 'marine', 'musky']",ozonic ozonic ozonic ozonic ozonic aldehydic aldehydic aldehydic aldehydic fresh fresh fresh marine marine musky,perfume: snow palace. brand: brocard. gender: women. country: Russia. year: 2023. top notes: ozonic notes  aquatic notes  aldehydes. middle notes: white musk  lily of the valley  bergamot. base notes: sandalwood  amber. main accords: ozonic ozonic ozonic ozonic ozonic aldehydic aldehydic aldehydic aldehydic fresh fresh fresh marine marine musky.,3
https://www.fragrantica.com/perfume/guerlain/neroli-outrenoir-2024-89177.html,neroli outrenoir 2024,guerlain,France,unisex,"2,89",27,2024,petitgrain  bergamot  lemon  tangerine  grapefruit,tea  neroli  earthy notes  orange blossom  smoke,benzoin  vanilla  ambrette (musk mallow)  myrrh  moss,citrus,green,white floral,fresh spicy,aromatic,"['citrus', 'green', 'white floral', 'fresh spicy', 'aromatic']",citrus citrus citrus citrus citrus green green green green white floral white floral white floral fresh spicy fresh spicy aromatic,perfume: neroli outrenoir 2024. brand: guerlain. gender: unisex. country: France. year: 2024. top notes: petitgrain  bergamot  lemon  tangerine  grapefruit. middle notes: tea  neroli  earthy notes  orange blossom  smoke. base notes: benzoin  vanilla  ambrette (musk mallow)  myrrh  moss. main accords: citrus citrus citrus citrus citrus green green green green white floral white floral white floral fresh spicy fresh spicy aromatic.,2
https://www.fragrantica.com/perfume/il-profvmo/santal-rouge-13289.html,santal rouge,il profvmo,Italy,men,"2,9",30,2011,bitter orange,sandalwood  carnation  red berries,clove  brazilian rosewood,woody,warm spicy,powdery,citrus,balsamic,"['woody', 'warm spicy', 'powdery', 'citrus', 'balsamic']",woody woody woody woody woody warm spicy warm spicy warm spicy warm spicy powdery powdery powdery citrus citrus balsamic,perfume: santal rouge. brand: il profvmo. gender: men. country: Italy. year: 2011. top notes: bitter orange. middle notes: sandalwood  carnation  red berries. base notes: clove  brazilian rosewood. main accords: woody woody woody woody woody warm spicy warm spicy warm spicy warm spicy powdery powdery powdery citrus citrus balsamic.,0
https://www.fragrantica.com/perfume/navitus-parfums/oud-luxuria-60636.html,oud luxuria,navitus parfums,UAE,unisex,"2,91",69,2019,turkish rose  saffron  leather  red berries  orange  cinnamon,geranium  rose  jasmine  osmanthus,agarwood (oud)  incense  musk  labdanum  amber,rose,fresh spicy,oud,warm spicy,amber,"['rose', 'fresh spicy', 'oud', 'warm spicy', 'amber']",rose rose rose rose rose fresh spicy fresh spicy fresh spicy fresh spicy oud oud oud warm spicy warm spicy amber,perfume: oud luxuria. brand: navitus parfums. gender: unisex. country: UAE. year: 2019. top notes: turkish rose  saffron  leather  red berries  orange  cinnamon. middle notes: geranium  rose  jasmine  osmanthus. base notes: agarwood (oud)  incense  musk  labdanum  amber. main accords: rose rose rose rose rose fresh spicy fresh spicy fresh spicy fresh spicy oud oud oud warm spicy warm spicy amber.,0
https://www.fragrantica.com/perfume/diesel/diesel-green-feminine-special-edition-4855.html,diesel green feminine special edition,diesel,Italy,women,"2,92",26,2003,lime  ginger  cinnamon,carnation  orange blossom  jasmine  rose,cedar  sandalwood  amber  musk,warm spicy,citrus,woody,white floral,floral,"['warm spicy', 'citrus', 'woody', 'white floral', 'floral']",warm spicy warm spicy warm spicy warm spicy warm spicy citrus citrus citrus citrus woody woody woody white floral white floral floral,perfume: diesel green feminine special edition. brand: diesel. gender: women. country: Italy. year: 2003. top notes: lime  ginger  cinnamon. middle notes: carnation  orange blossom  jasmine  rose. base notes: cedar  sandalwood  amber  musk. main accords: warm spicy warm spicy warm spicy warm spicy warm spicy citrus citrus citrus citrus woody woody woody white floral white floral floral.,0
