url,nombre,descripcion,marca,anio,genero,top_notes,middle_notes,base_notes,accords,rating,votes,error
https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Amyris-Homme-15566.html,Amyris Homme Maison Francis Kurkdjian for men,"Amyris Homme by Maison Francis Kurkdjian is a fragrance for men. Amyris Homme was launched in 2012. The nose behind this fragrance is Francis Kurkdjian. Top notes are Sicilian Mandarin and Rosemary; middle notes are Amyris, Iris, Milk Chocolate, Coconut and Coffee; base notes are Tonka Bean and Agarwood (Oud).",Maison Francis Kurkdjian,2012,men,Sicilian Mandarin and Rosemary,"Amyris, Iris, Milk Chocolate, Coconut and Coffee",Tonka Bean and Agarwood (Oud),aromatic | woody | citrus | sweet | vanilla | iris | fresh spicy | balsamic | warm spicy | amber,6.99,2633,
https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/A-La-Rose-29083.html,A La Rose Maison Francis Kurkdjian for women,"A La Rose by Maison Francis Kurkdjian is a Floral fragrance for women. A La Rose was launched in 2014. The nose behind this fragrance is Francis Kurkdjian. Top notes are Calabrian bergamot, Litchi and Pear; middle notes are Bulgarian Rose, Grasse Rose, Violet and Sweet Pea; base notes are Musk and Cedar.",Maison Francis Kurkdjian,2014,women,"Calabrian bergamot, Litchi and Pear","Bulgarian Rose, Grasse Rose, Violet and Sweet Pea",Musk and Cedar,rose | floral | powdery | citrus | violet | musky | woody | fresh spicy,5.97,3492,
https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Aqua-Universalis-6804.html,Aqua Universalis Maison Francis Kurkdjian for women and men,"Aqua Universalis by Maison Francis Kurkdjian is a Aromatic fragrance for women and men. Aqua Universalis was launched in 2009. The nose behind this fragrance is Francis Kurkdjian. The fragrance features Lily-of-the-Valley, Amalfi Lemon, Bergamot, Musk, Orange Blossom, Orange and Woodsy Notes.",Maison Francis Kurkdjian,2009,women and men,,,,citrus | white floral | fresh | musky | aromatic,5.74,2914,
https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/L-Homme-A-la-Rose-61779.html,L'Homme À la Rose Maison Francis Kurkdjian for men,"L'Homme À la Rose by Maison Francis Kurkdjian is a Floral Woody Musk fragrance for men. L'Homme À la Rose was launched in 2020. The nose behind this fragrance is Francis Kurkdjian. The fragrance features May Rose, Damask Rose, Grapefruit, Amberwood, Sage and Spanish Labdanum.",Maison Francis Kurkdjian,2020,men,,,,rose | amber | citrus | woody | aromatic | herbal | floral | soft spicy | musky | fresh spicy,1.59,1835,
https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Masculin-Pluriel-26252.html,Masculin Pluriel Maison Francis Kurkdjian for men,"Masculin Pluriel by Maison Francis Kurkdjian is a Woody Aromatic fragrance for men. Masculin Pluriel was launched in 2014. The nose behind this fragrance is Francis Kurkdjian. The fragrance features Lavender, Vetiver, Patchouli, Cedar, Leather and Woody Notes.",Maison Francis Kurkdjian,2014,men,,,,woody | lavender | aromatic | earthy | patchouli | leather,2.04,2011,
https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/APOM-95969.html,APOM Maison Francis Kurkdjian for women and men,"APOM by Maison Francis Kurkdjian is a Oriental Fougere fragrance for women and men. This is a new fragrance. APOM was launched in 2024. The nose behind this fragrance is Francis Kurkdjian. The fragrance features Orange Blossom, White Musk, Ylang Ylang, Lavender, Amber and Vanilla.",Maison Francis Kurkdjian,2024,women and men,,,,white floral | sweet | musky | yellow floral | lavender | powdery | amber | vanilla | citrus | animalic,5.99,885,
https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Amyris-Femme-15565.html,Amyris Femme Maison Francis Kurkdjian for women,"Amyris Femme by Maison Francis Kurkdjian is a fragrance for women. Amyris Femme was launched in 2012. The nose behind this fragrance is Francis Kurkdjian. Top notes are Lemon Blossom and California Orange; middle notes are Amyris and Iris; base notes are Vetiver, Musk and Amber.",Maison Francis Kurkdjian,2012,women,Lemon Blossom and California Orange,Amyris and Iris,"Vetiver, Musk and Amber",woody | aromatic | citrus | iris | powdery | earthy | white floral | musky | balsamic | violet,7.99,3025,
https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Petit-Matin-40817.html,Petit Matin Maison Francis Kurkdjian for women and men,"Petit Matin by Maison Francis Kurkdjian is a Aromatic Green fragrance for women and men. Petit Matin was launched in 2016. The nose behind this fragrance is Francis Kurkdjian. The fragrance features Italian Lemon, Orange Blossom, Musk, Lavender, Ambroxan and Hawthorn.",Maison Francis Kurkdjian,2016,women and men,,,,citrus | musky | white floral | aromatic | lavender | sweet | amber | floral | powdery | animalic,0.34,2209,
https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Amyris-Homme-Extrait-de-Parfum-59744.html,Amyris Homme Extrait de Parfum Maison Francis Kurkdjian for men,"Amyris Homme Extrait de Parfum by Maison Francis Kurkdjian is a fragrance for men. Amyris Homme Extrait de Parfum was launched in 2019. The nose behind this fragrance is Francis Kurkdjian. The fragrance features Amyris, Tonka Bean, Vanilla, Sicilian Mandarin, Tuscan Iris, Ceylon Cinnamon and Saffron.",Maison Francis Kurkdjian,2019,men,,,,vanilla | woody | warm spicy | aromatic | citrus | iris | powdery | balsamic | sweet | cinnamon,4.43,1071,
https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Oud-Silk-Mood-48456.html,Oud Silk Mood Maison Francis Kurkdjian for women and men,"Oud Silk Mood by Maison Francis Kurkdjian is a fragrance for women and men. Oud Silk Mood was launched in 2018. Top notes are Bulgarian Rose, Chamomile and Bergamot; middle notes are Guaiac Wood and Hedione; base notes are Agarwood (Oud) and Papyrus.",Maison Francis Kurkdjian,2018,women and men,"Bulgarian Rose, Chamomile and Bergamot",Guaiac Wood and Hedione,Agarwood (Oud) and Papyrus,rose | oud | floral | woody | herbal | fresh spicy | green | citrus | aromatic | Next,9.89,1722,
https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Aqua-Celestia-42268.html,Aqua Celestia Maison Francis Kurkdjian for women and men,"Aqua Celestia by Maison Francis Kurkdjian is a Floral Green fragrance for women and men. Aqua Celestia was launched in 2017. The nose behind this fragrance is Francis Kurkdjian. Top notes are Lime, Mint, Black Currant and Neroli; middle notes are Green Notes, Mimosa and Rose; base note is White Musk.",Maison Francis Kurkdjian,2017,women and men,"Lime, Mint, Black Currant and Neroli","Green Notes, Mimosa and Rose",,green | citrus | musky | aromatic | powdery | fresh spicy | fruity | floral | yellow floral | sweet,5.24,1778,
https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Aqua-Celestia-Cologne-Forte-66993.html,Aqua Celestia Cologne Forte Maison Francis Kurkdjian for women and men,Aqua Celestia Cologne Forte by Maison Francis Kurkdjian is a Citrus fragrance for women and men. Aqua Celestia Cologne Forte was launched in 2021. The nose behind this fragrance is Francis Kurkdjian. Top notes are Black Currant and Bergamot; middle notes are Jasmine and Mimosa; base note is Musk.,Maison Francis Kurkdjian,2021,women and men,Black Currant and Bergamot,Jasmine and Mimosa,,fruity | citrus | musky | powdery | floral | fresh spicy | aromatic | white floral | yellow floral | woody,2.84,994,
https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/L-eau-A-la-Rose-55118.html,L'eau À la Rose Maison Francis Kurkdjian for women,"L'eau À la Rose by Maison Francis Kurkdjian is a Floral Fruity fragrance for women. L'eau À la Rose was launched in 2019. The nose behind this fragrance is Francis Kurkdjian. Top notes are Litchi, Pear and Green Accord; middle notes are Damask Rose, Grasse Rose, Peony and Violet; base note is Musk.",Maison Francis Kurkdjian,2019,women,"Litchi, Pear and Green Accord","Damask Rose, Grasse Rose, Peony and Violet",,rose | floral | fresh | fruity | musky | powdery | tropical | violet | aquatic,0.74,937,
https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Oud-14610.html,Oud Maison Francis Kurkdjian for women and men,"Oud by Maison Francis Kurkdjian is a Oriental Woody fragrance for women and men. Oud was launched in 2012. The nose behind this fragrance is Francis Kurkdjian. The fragrance features Saffron, elemi, Agarwood (Oud), Patchouli and Cedar.",Maison Francis Kurkdjian,2012,women and men,,,,warm spicy | oud | aromatic | woody | balsamic | metallic | patchouli | leather | conifer | fresh spicy,8.97,2224,
https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Aqua-Celestia-Forte-49217.html,Aqua Celestia Forte Maison Francis Kurkdjian for women and men,"Aqua Celestia Forte by Maison Francis Kurkdjian is a Floral Green fragrance for women and men. Aqua Celestia Forte was launched in 2018. The nose behind this fragrance is Francis Kurkdjian. Top notes are Lime, Petitgrain, Lemon and Mint; middle notes are Black Currant Blossom, Jasmine, Hedione, Mimosa and Lily-of-the-Valley; base note is Musk.",Maison Francis Kurkdjian,2018,women and men,"Lime, Petitgrain, Lemon and Mint","Black Currant Blossom, Jasmine, Hedione, Mimosa and Lily-of-the-Valley",,citrus | green | aromatic | white floral | floral | fresh | fresh spicy | musky | powdery | sweet,4.03,1163,
https://www.fragrantica.com/perfume/Creed/Aventus-9828.html,Aventus Creed for men,"Aventus by Creed is a Chypre Fruity fragrance for men. Aventus was launched in 2010. Aventus was created by Jean-Christophe Hérault and Erwin Creed. Top notes are Bergamot, Black Currant, Apple, Lemon and Pink Pepper; middle notes are Pineapple, Patchouli and Moroccan Jasmine; base notes are Birch, Musk, oak moss, Cedarwood and Ambroxan.",Creed,2010,men,"Bergamot, Black Currant, Apple, Lemon and Pink Pepper","Pineapple, Patchouli and Moroccan Jasmine","Birch, Musk, oak moss, Cedarwood and Ambroxan",fruity | sweet | woody | leather | citrus | smoky | musky | tropical | fresh | mossy,6.97,26224,
https://www.fragrantica.com/perfume/Creed/Silver-Mountain-Water-472.html,Silver Mountain Water Creed for women and men,"Silver Mountain Water by Creed is a Aromatic fragrance for women and men. Silver Mountain Water was launched in 1995. Silver Mountain Water was created by Olivier Creed and Pierre Bourdon. Top notes are Bergamot and Mandarin Orange; middle notes are Green Tea and Black Currant; base notes are Musk, Petitgrain, Sandalwood and Galbanum.",Creed,1995,women and men,Bergamot and Mandarin Orange,Green Tea and Black Currant,"Musk, Petitgrain, Sandalwood and Galbanum",citrus | green | fruity | musky | woody | aromatic | powdery | fresh spicy | fresh | floral,5.97,10392,
https://www.fragrantica.com/perfume/Creed/Green-Irish-Tweed-474.html,Green Irish Tweed Creed for men,Green Irish Tweed by Creed is a Woody Floral Musk fragrance for men. Green Irish Tweed was launched in 1985. Green Irish Tweed was created by Olivier Creed and Pierre Bourdon. Top notes are Iris and Vervain; middle note is Violet Leaf; base notes are Ambergris and Sandalwood.,Creed,1985,men,Iris and Vervain,,Ambergris and Sandalwood,ozonic | aquatic | iris | powdery | woody | amber | animalic | violet | balsamic | green,7.79,11585,
https://www.fragrantica.com/perfume/Creed/Virgin-Island-Water-2007-899.html,Virgin Island Water 2007 Creed for women and men,"Virgin Island Water 2007 by Creed is a Citrus fragrance for women and men. Virgin Island Water 2007 was launched in 2007. Virgin Island Water 2007 was created by Olivier Creed and Erwin Creed. Top notes are Coconut, Lime, White Bergamot and Sicilian Mandarin; middle notes are Ginger, Ylang-Ylang, Indian Jasmine and Hibiscus; base notes are White Rum, Sugar Cane and Musk.",Creed,2007,women and men,"Coconut, Lime, White Bergamot and Sicilian Mandarin","Ginger, Ylang-Ylang, Indian Jasmine and Hibiscus","White Rum, Sugar Cane and Musk",citrus | sweet | coconut | fresh spicy | vanilla | lactonic | rum | woody,4.7,8519,
https://www.fragrantica.com/perfume/Creed/Absolu-Aventus-2023-84112.html,Absolu Aventus 2023 Creed for men,"Absolu Aventus 2023 by Creed is a fragrance for men. Absolu Aventus 2023 was launched in 2023. Top notes are Grapefruit, Bergamot, Pink Pepper, Black Currant, Pineapple, Nutmeg and Cloves; middle notes are Ginger, Cinnamon, Citron, Cardamom and Rose; base notes are Patchouli, Vetiver, Oakmoss, Ambroxan, Sandalwood, Musk, Tonka and Evernyl.",Creed,2023,men,"Grapefruit, Bergamot, Pink Pepper, Black Currant, Pineapple, Nutmeg and Cloves","Ginger, Cinnamon, Citron, Cardamom and Rose","Patchouli, Vetiver, Oakmoss, Ambroxan, Sandalwood, Musk, Tonka and Evernyl",citrus | warm spicy | fresh spicy | woody | aromatic | fruity | earthy | soft spicy | sweet | patchouli,9.97,2873,
https://www.fragrantica.com/perfume/Creed/Millesime-Imperial-466.html,Millésime Impérial Creed for women and men,"Millésime Impérial by Creed is a Woody Floral Musk fragrance for women and men. Millésime Impérial was launched in 1995. Millésime Impérial was created by Olivier Creed and Pierre Bourdon. Top notes are Sea Salt and Fruity Notes; middle notes are Sicilian Lemon, Bergamot, Iris and Mandarin Orange; base notes are Sea Notes, Musk and Woody Notes.",Creed,1995,women and men,Sea Salt and Fruity Notes,"Sicilian Lemon, Bergamot, Iris and Mandarin Orange","Sea Notes, Musk and Woody Notes",marine | citrus | salty | fruity | aromatic | powdery | musky | sweet | woody | iris,5.97,7055,
https://www.fragrantica.com/perfume/Creed/Absolu-Aventus-106624.html,Absolu Aventus Creed for men,"Absolu Aventus by Creed is a Chypre Fruity fragrance for men. This is a new fragrance. Absolu Aventus was launched in 2025. Top notes are Pineapple, Black Currant, Grapefruit, Bergamot, Pink Pepper and Lemon; middle notes are Cardamom, Cinnamon and Ginger; base notes are Vetiver and Patchouli.",Creed,2025,men,"Pineapple, Black Currant, Grapefruit, Bergamot, Pink Pepper and Lemon","Cardamom, Cinnamon and Ginger",Vetiver and Patchouli,fruity | citrus | aromatic | warm spicy | woody | sweet | fresh spicy | soft spicy | fresh | earthy,4.44,1115,
https://www.fragrantica.com/perfume/Creed/Aventus-Cologne-51692.html,Aventus Cologne Creed for men,"Aventus Cologne by Creed is a Aromatic Fruity fragrance for men. Aventus Cologne was launched in 2018. The nose behind this fragrance is Olivier Creed. Top notes are Mandarin Orange, Ginger, Pink Pepper, Bergamot and Spearmint; middle notes are Vetiver, Patchouli, Sandalwood and Ozonic notes; base notes are Musk, Birch, Tonka Bean, Styrax and Cedar.",Creed,2018,men,"Mandarin Orange, Ginger, Pink Pepper, Bergamot and Spearmint","Vetiver, Patchouli, Sandalwood and Ozonic notes","Musk, Birch, Tonka Bean, Styrax and Cedar",citrus | woody | musky | leather | fresh spicy | powdery | smoky | aromatic | earthy | sweet,6.97,3226,
https://www.fragrantica.com/perfume/Creed/Royal-Oud-12317.html,Royal Oud Creed for women and men,"Royal Oud by Creed is a Oriental Fougere fragrance for women and men. Royal Oud was launched in 2011. Royal Oud was created by Olivier Creed and Julien Rasquinet. Top notes are Pink Pepper, Lemon and Sicilian Bergamot; middle notes are Cedar, Angelica and Galbanum; base notes are Sandalwood, Agarwood (Oud) and Musk.",Creed,2011,women and men,"Pink Pepper, Lemon and Sicilian Bergamot","Cedar, Angelica and Galbanum","Sandalwood, Agarwood (Oud) and Musk",woody | musky | powdery | citrus | aromatic | soft spicy | oud | green | amber,5.99,5485,
https://www.fragrantica.com/perfume/Creed/Delphinus-95970.html,Delphinus Creed for women and men,"Delphinus by Creed is a Oriental Floral fragrance for women and men. This is a new fragrance. Delphinus was launched in 2024. Top notes are Almond, Incense, Pink Pepper and Black Pepper; middle notes are Orris, Heliotrope and Orchid; base notes are Bourbon Vanilla, Tonka Bean, Leather, Amberwood and Patchouli.",Creed,2024,women and men,"Almond, Incense, Pink Pepper and Black Pepper","Orris, Heliotrope and Orchid","Bourbon Vanilla, Tonka Bean, Leather, Amberwood and Patchouli",vanilla | almond | powdery | amber | sweet | iris | nutty | floral | woody | warm spicy,1.04,1421,
https://www.fragrantica.com/perfume/Creed/Centaurus-95601.html,Centaurus Creed for women and men,"Centaurus by Creed is a Oriental Spicy fragrance for women and men. This is a new fragrance. Centaurus was launched in 2024. Top notes are Cinnamon, Tobacco, Cardamom and Pink Pepper; middle notes are Sandalwood, Patchouli, Heliotrope, Geranium and Jasmine; base notes are Bourbon Vanilla, Benzoin, Tolu Balsam, Tonka Bean and Ambroxan.",Creed,2024,women and men,"Cinnamon, Tobacco, Cardamom and Pink Pepper","Sandalwood, Patchouli, Heliotrope, Geranium and Jasmine","Bourbon Vanilla, Benzoin, Tolu Balsam, Tonka Bean and Ambroxan",warm spicy | amber | vanilla | sweet | cinnamon | powdery | tobacco | aromatic | woody | balsamic,1.04,1391,
https://www.fragrantica.com/perfume/Creed/Carmina-84206.html,Carmina Creed for women,"Carmina by Creed is a Floral Woody Musk fragrance for women. Carmina was launched in 2023. Top notes are Black Cherry, Saffron and Pink Pepper; middle notes are May Rose, Peony, Violet and Cashmere Wood; base notes are Musk, Ambroxan, Myrhh and Frankincense.",Creed,2023,women,"Black Cherry, Saffron and Pink Pepper","May Rose, Peony, Violet and Cashmere Wood","Musk, Ambroxan, Myrhh and Frankincense",rose | amber | musky | floral | cherry | warm spicy | powdery | fresh | violet | woody,8.99,1721,
https://www.fragrantica.com/perfume/Creed/Queen-of-Silk-89643.html,Queen of Silk Creed for women,"Queen of Silk by Creed is a Oriental Floral fragrance for women. Queen of Silk was launched in 2024. Top notes are Saffron, Osmanthus and Magnolia; middle notes are Tuberose, Patchouli, Passionfruit and Agarwood (Oud); base notes are Madagascar Vanilla, Ambroxan, Myrrh, Musk, Incense and Cedarwood.",Creed,2024,women,"Saffron, Osmanthus and Magnolia","Tuberose, Patchouli, Passionfruit and Agarwood (Oud)","Madagascar Vanilla, Ambroxan, Myrrh, Musk, Incense and Cedarwood",amber | warm spicy | floral | fruity | musky | vanilla | tuberose | balsamic | woody | sweet,1.04,1442,
https://www.fragrantica.com/perfume/Creed/Oud-Zarian-111224.html,Oud Zarian Creed for women and men,"Oud Zarian by Creed is a Oriental Woody fragrance for women and men. This is a new fragrance. Oud Zarian was launched in 2025. Top notes are Spices, Frankincense, Ginger and Bergamot; middle note is May Rose; base notes are Licorice, Myrrh, Oud, Tonka Bean, Sandalwood and Patchouli.",Creed,2025,women and men,"Spices, Frankincense, Ginger and Bergamot",,"Licorice, Myrrh, Oud, Tonka Bean, Sandalwood and Patchouli",warm spicy | amber | fresh spicy | soft spicy | sweet | balsamic | woody | oud | aromatic | rose,0.39,1077,
https://www.fragrantica.com/perfume/Creed/Eladaria-103066.html,Eladaria Creed for women,"Eladaria by Creed is a Floral fragrance for women. This is a new fragrance. Eladaria was launched in 2025. Top notes are Pink Pepper, Mandarin and Bergamot; middle notes are Rose, Powdery Notes, Peony and Lily of the Valley; base notes are Musk, Ambroxan, Cashmere Wood and Vanilla.",Creed,2025,women,"Pink Pepper, Mandarin and Bergamot","Rose, Powdery Notes, Peony and Lily of the Valley","Musk, Ambroxan, Cashmere Wood and Vanilla",rose | powdery | musky | floral | fresh | citrus | amber | white floral | soft spicy | vanilla,8.44,681,
https://www.fragrantica.com/perfume/Creed/Viking-41698.html,Viking Creed for men,"Viking by Creed is a Woody Aromatic fragrance for men. Viking was launched in 2017. The nose behind this fragrance is Olivier Creed. Top notes are Pink Pepper, Peppermint, Bergamot, Lemon, Absinthe and Orange; middle notes are Lavender, Bulgarian Rose, Clove, Allspice, Orris Root and Jasmine; base notes are Vetiver, Cedar, White Musk and Tonka Bean.",Creed,2017,men,"Pink Pepper, Peppermint, Bergamot, Lemon, Absinthe and Orange","Lavender, Bulgarian Rose, Clove, Allspice, Orris Root and Jasmine","Vetiver, Cedar, White Musk and Tonka Bean",aromatic | fresh spicy | green | citrus | soft spicy | lavender | woody | rose | musky | warm spicy,5.97,4081,
https://www.fragrantica.com/perfume/Creed/Himalaya-465.html,Himalaya Creed for men,"Himalaya by Creed is a Oriental Woody fragrance for men. Himalaya was launched in 2002. Himalaya was created by Olivier Creed and Erwin Creed. Top notes are Calabrian bergamot, Grapefruit and Sicilian Lemon; middle note is Sandalwood; base notes are Musk, Ambergris and Cedar.",Creed,2002,men,"Calabrian bergamot, Grapefruit and Sicilian Lemon",,"Musk, Ambergris and Cedar",citrus | woody | powdery | musky | amber | aromatic | animalic | fresh spicy | balsamic,4.97,3085,
https://www.fragrantica.com/perfume/Creed/Virgin-Island-Water-111515.html,Virgin Island Water Creed for women and men,"Virgin Island Water by Creed is a fragrance for women and men. This is a new fragrance. Virgin Island Water was launched in 2025. Top notes are Lime, Tropical Fruits and Bergamot; middle notes are Coconut Milk, White Flowers and Jasmine; base notes are Patchouli, White Musk and Tonka Bean.",Creed,2025,women and men,"Lime, Tropical Fruits and Bergamot","Coconut Milk, White Flowers and Jasmine","Patchouli, White Musk and Tonka Bean",citrus | sweet | coconut | tropical | white floral | patchouli | vanilla | woody | musky | warm spicy,5.97,443,
https://www.fragrantica.com/perfume/Creed/Aventus-for-Her-38497.html,Aventus for Her Creed for women,"Aventus for Her by Creed is a Chypre Fruity fragrance for women. Aventus for Her was launched in 2016. Top notes are Green Apple, Bergamot, Lemon, Patchouli, Pink Pepper and Violet; middle notes are Musk, Rose, Sandalwood and Styrax; base notes are Black Currant, Peach, Amber, Lilac and Ylang-Ylang.",Creed,2016,women,"Green Apple, Bergamot, Lemon, Patchouli, Pink Pepper and Violet","Musk, Rose, Sandalwood and Styrax","Black Currant, Peach, Amber, Lilac and Ylang-Ylang",fruity | citrus | woody | powdery | musky | floral | fresh | amber | soft spicy | green,5.99,3281,
