url,nombre,descripcion,marca,anio,genero,top_notes,middle_notes,base_notes,accords,rating,votes,error
https://www.fragrantica.com/perfume/Dolce-Gabbana/K-by-Dolce-Gabbana-56358.html,K by Dolce & Gabbana Dolce&Gabbana for men,"K by Dolce & Gabbana by Dolce&Gabbana is a Woody Aromatic fragrance for men. K by Dolce & Gabbana was launched in 2019. K by Dolce & Gabbana was created by Daphné Bugey and Nathalie Lorson. Top notes are Juniper Berries, Citruses, Blood Orange and Sicilian Lemon; middle notes are Pimento, Lavender, Clary Sage and Geranium; base notes are Vetiver, Cedar and Patchouli.",Dolce & Gabbana by Dolce&Gabbana,2019,men,"Juniper Berries, Citruses, Blood Orange and Sicilian Lemon","Pimento, Lavender, Clary Sage and Geranium","Vetiver, Cedar and Patchouli",aromatic | citrus | woody | fresh spicy | warm spicy | fresh | lavender,2.99,4034,
https://www.fragrantica.com/perfume/Dolce-Gabbana/Light-Blue-Capri-In-Love-Pour-Homme-Eau-de-Parfum-104639.html,Light Blue Capri In Love Pour Homme Eau de Parfum Dolce&Gabbana for men,Light Blue Capri In Love Pour Homme Eau de Parfum by Dolce&Gabbana is a Woody Aromatic fragrance for men. This is a new fragrance. Light Blue Capri In Love Pour Homme Eau de Parfum was launched in 2025. The nose behind this fragrance is Alexandra Carlin. Top note is Black Pepper; middle note is Fig; base note is Patchouli.,Dolce&Gabbana,2025,men,,,,fruity | woody | patchouli | fresh spicy | sweet | warm spicy | earthy | balsamic,5.24,867,
https://www.fragrantica.com/perfume/Dolce-Gabbana/Q-by-Dolce-Gabbana-78873.html,Q by Dolce & Gabbana Dolce&Gabbana for women,"Q by Dolce & Gabbana by Dolce&Gabbana is a Aromatic Fruity fragrance for women. Q by Dolce & Gabbana was launched in 2023. The nose behind this fragrance is Daphné Bugey. Top notes are Sicilian Lemon, Blood Orange and Jasmine; middle notes are Cherry and Heliotrope; base notes are Musk and Cedar.",Dolce & Gabbana by Dolce&Gabbana,2023,women,"Sicilian Lemon, Blood Orange and Jasmine",Cherry and Heliotrope,Musk and Cedar,citrus | powdery | cherry | musky | woody | sweet | aromatic | white floral,0.19,2300,
https://www.fragrantica.com/perfume/Dolce-Gabbana/The-One-Pour-Homme-Parfum-121009.html,The One Pour Homme Parfum Dolce&Gabbana for men,"The One Pour Homme Parfum by Dolce&Gabbana is a Oriental Spicy fragrance for men. This is a new fragrance. The One Pour Homme Parfum was launched in 2025. The nose behind this fragrance is Jean-Christophe Hérault. Top notes are Orange, Nutmeg and Black Pepper; middle notes are Labdanum, Patchouli and Clary Sage; base notes are Amber, Tobacco and Vetiver.",Dolce&Gabbana,2025,men,"Orange, Nutmeg and Black Pepper","Labdanum, Patchouli and Clary Sage","Amber, Tobacco and Vetiver",amber | tobacco | fresh spicy | sweet | woody | citrus | aromatic | patchouli,4.42,561,
https://www.fragrantica.com/perfume/Dolce-Gabbana/The-One-For-Men-Eau-de-Parfum-Intense-59313.html,The One For Men Eau de Parfum Intense Dolce&Gabbana for men,"The One For Men Eau de Parfum Intense by Dolce&Gabbana is a Leather fragrance for men. The One For Men Eau de Parfum Intense was launched in 2020. The nose behind this fragrance is Jean-Christophe Hérault. Top notes are Cardamom, Neroli and Cypress; middle notes are Cashmeran, Neroli, Benzoin and Clary Sage; base notes are Neroli, Leather, Patchouli and Labdanum.",Dolce&Gabbana,2020,men,"Cardamom, Neroli and Cypress","Cashmeran, Neroli, Benzoin and Clary Sage","Neroli, Leather, Patchouli and Labdanum",warm spicy | woody | amber | aromatic | musky | leather | powdery | patchouli | citrus | white floral,0.39,2203,
https://www.fragrantica.com/perfume/Dolce-Gabbana/Light-Blue-Pour-Homme-Summer-Vibes-80377.html,Light Blue Pour Homme Summer Vibes Dolce&Gabbana for men,Light Blue Pour Homme Summer Vibes by Dolce&Gabbana is a Woody Aromatic fragrance for men. Light Blue Pour Homme Summer Vibes was launched in 2023. The nose behind this fragrance is Alberto Morillas. Top note is Sicilian Lemon; middle note is Cypress; base note is Amberwood.,Dolce&Gabbana,2023,men,,,,woody | citrus | aromatic | amber | fresh spicy,9.74,1543,
https://www.fragrantica.com/perfume/Dolce-Gabbana/Q-by-Dolce-Gabbana-Parfum-103330.html,Q by Dolce & Gabbana Parfum Dolce&Gabbana for women,Q by Dolce & Gabbana Parfum by Dolce&Gabbana is a Floral Fruity Gourmand fragrance for women. This is a new fragrance. Q by Dolce & Gabbana Parfum was launched in 2025. The nose behind this fragrance is Daphné Bugey. Top note is Cherry; middle note is Jasmine Sambac; base note is Vanilla.,Dolce & Gabbana Parfum by Dolce&Gabbana,2025,women,,,,cherry | vanilla | sweet | white floral | nutty,0.69,621,
https://www.fragrantica.com/perfume/Dolce-Gabbana/Dolce-Gabbana-Pour-Femme-15335.html,Dolce&Gabbana Pour Femme Dolce&Gabbana for women,"Dolce&Gabbana Pour Femme by Dolce&Gabbana is a Floral fragrance for women. Dolce&Gabbana Pour Femme was launched in 2012. Dolce&Gabbana Pour Femme was created by Jean-Pierre Mary and Martine Pallix. Top notes are Raspberry, Neroli and Mandarin Orange; middle notes are Orange Blossom and Jasmine; base notes are Marshmallow, Vanilla, Sandalwood and Heliotrope.",Dolce&Gabbana,2012,women,"Raspberry, Neroli and Mandarin Orange",Orange Blossom and Jasmine,"Marshmallow, Vanilla, Sandalwood and Heliotrope",sweet | powdery | vanilla | fruity | white floral | citrus | woody,2.99,7253,
https://www.fragrantica.com/perfume/Dolce-Gabbana/The-Only-One-Eau-de-Parfum-Intense-59312.html,The Only One Eau de Parfum Intense Dolce&Gabbana for women,"The Only One Eau de Parfum Intense by Dolce&Gabbana is a Oriental Floral fragrance for women. The Only One Eau de Parfum Intense was launched in 2020. The nose behind this fragrance is Violaine Collas. Top notes are Neroli, Green Apple and Italian Mandarin; middle notes are Jasmine, Coconut and Orange Blossom; base notes are Vanilla, Cashmere Wood and Cedar.",Dolce&Gabbana,2020,women,"Neroli, Green Apple and Italian Mandarin","Jasmine, Coconut and Orange Blossom","Vanilla, Cashmere Wood and Cedar",white floral | vanilla | citrus | coconut | woody | sweet | fresh,3.24,3175,
https://www.fragrantica.com/perfume/By-Kilian/Angels-Share-62615.html,Angels' Share By Kilian for women and men,"Angels' Share by By Kilian is a Oriental Vanilla fragrance for women and men. Angels' Share was launched in 2020. The nose behind this fragrance is Benoist Lapouza. Top note is Cognac; middle notes are Cinnamon, Tonka Bean, Oak and Hedione; base notes are Vanilla, Praline, Sandalwood and Candied Almond.",By Kilian,2020,women and men,,"Cinnamon, Tonka Bean, Oak and Hedione","Vanilla, Praline, Sandalwood and Candied Almond",woody | warm spicy | sweet | vanilla | cinnamon | amber | powdery,7.97,21481,
https://www.fragrantica.com/perfume/By-Kilian/Love-Don-t-Be-Shy-4322.html,Love Don't Be Shy By Kilian for women,"Love Don't Be Shy by By Kilian is a Oriental Vanilla fragrance for women. Love Don't Be Shy was launched in 2007. The nose behind this fragrance is Calice Becker. Top notes are Neroli, Bergamot, Pink Pepper and Coriander; middle notes are Orange Blossom, Honeysuckle, Jasmine, Marshmallow, Iris and Rose; base notes are Sugar, Vanilla, Caramel, Musk, Civet and Labdanum.",By Kilian,2007,women,"Neroli, Bergamot, Pink Pepper and Coriander","Orange Blossom, Honeysuckle, Jasmine, Marshmallow, Iris and Rose","Sugar, Vanilla, Caramel, Musk, Civet and Labdanum",sweet | white floral | vanilla | citrus | caramel | powdery | musky | animalic,7.97,12219,
https://www.fragrantica.com/perfume/By-Kilian/Black-Phantom-43632.html,Black Phantom By Kilian for women and men,"Black Phantom by By Kilian is a Oriental Vanilla fragrance for women and men. Black Phantom was launched in 2017. The nose behind this fragrance is Sidonie Lancesseur. Top note is Rum; middle notes are Dark Chocolate, Coffee, Almond and Heliotrope; base notes are Caramel, Sugar Cane, Sandalwood, Vanilla, Tonka and Vetiver.",By Kilian,2017,women and men,,"Dark Chocolate, Coffee, Almond and Heliotrope","Caramel, Sugar Cane, Sandalwood, Vanilla, Tonka and Vetiver",sweet | warm spicy | caramel | chocolate | coffee | rum | woody | almond | vanilla | powdery,9.09,9773,
https://www.fragrantica.com/perfume/By-Kilian/Angels-Share-Paradis-101629.html,Angels' Share Paradis By Kilian for women and men,"Angels' Share Paradis by By Kilian is a Floral Fruity Gourmand fragrance for women and men. This is a new fragrance. Angels' Share Paradis was launched in 2025. The nose behind this fragrance is Benoist Lapouza. Top notes are Raspberry, Cognac and Liquor; middle notes are Tonka Bean, Bulgarian Rose and Caramel; base notes are Oak, Praline, Sandalwood, Oakmoss and Vanilla.",By Kilian,2025,women and men,"Raspberry, Cognac and Liquor","Tonka Bean, Bulgarian Rose and Caramel","Oak, Praline, Sandalwood, Oakmoss and Vanilla",woody | sweet | fruity | alcohol | warm spicy | vanilla | rose | amber,7.74,1857,
https://www.fragrantica.com/perfume/By-Kilian/Apple-Brandy-on-the-Rocks-68326.html,Apple Brandy on the Rocks By Kilian for women and men,"Apple Brandy on the Rocks by By Kilian is a Aromatic Fruity fragrance for women and men. Apple Brandy on the Rocks was launched in 2021. The nose behind this fragrance is Sidonie Lancesseur. Top notes are Cardamom and Bergamot; middle notes are Apple, Rum, Brandy, Pineapple, Vanilla and Moss; base notes are Cedar and Ambroxan.",By Kilian,2021,women and men,Cardamom and Bergamot,"Apple, Rum, Brandy, Pineapple, Vanilla and Moss",Cedar and Ambroxan,fruity | woody | warm spicy | fresh | rum | sweet | green | amber | aromatic | vanilla,1.49,4592,
https://www.fragrantica.com/perfume/By-Kilian/Smoking-Hot-84413.html,Smoking Hot By Kilian for women and men,"Smoking Hot by By Kilian is a Oriental Spicy fragrance for women and men. Smoking Hot was launched in 2023. The nose behind this fragrance is Mathieu Nardin. Top notes are Apple, Smoke and Cinnamon; middle notes are Tobacco, Vanilla and Moss; base notes are Bourbon Vanilla, Licorice, Orcanox™, Iso E Super and Clary Sage.",By Kilian,2023,women and men,"Apple, Smoke and Cinnamon","Tobacco, Vanilla and Moss","Bourbon Vanilla, Licorice, Orcanox™, Iso E Super and Clary Sage",tobacco | fruity | smoky | cinnamon | sweet | vanilla | warm spicy | fresh | green | woody,1.9,3105,
https://www.fragrantica.com/perfume/By-Kilian/Princess-90174.html,Princess By Kilian for women and men,"Princess by By Kilian is a Oriental Vanilla fragrance for women and men. Princess was launched in 2022. The nose behind this fragrance is Honorine Blanc. The fragrance features Marshmallow, Matcha Tea and Ginger.",By Kilian,2022,women and men,,,,powdery | sweet | green | fresh spicy | fresh,1.5,2657,
https://www.fragrantica.com/perfume/By-Kilian/Angel-s-Share-On-The-Rocks-113083.html,Angel's Share On The Rocks By Kilian for women and men,"Angel's Share On The Rocks by By Kilian is a Oriental Woody fragrance for women and men. This is a new fragrance. Angel's Share On The Rocks was launched in 2025. The nose behind this fragrance is Benoist Lapouza. Top notes are Grapefruit, Italian Lemon, Bergamot, Ice, Mandarin, Bitter Orange and Aldehydes; middle notes are Cognac, Cinnamon and Caramel; base notes are Tonka Bean, Oak, Sandalwood, Cashmere Wood and Myrrh.",By Kilian,2025,women and men,"Grapefruit, Italian Lemon, Bergamot, Ice, Mandarin, Bitter Orange and Aldehydes","Cognac, Cinnamon and Caramel","Tonka Bean, Oak, Sandalwood, Cashmere Wood and Myrrh",citrus | woody | warm spicy | fresh | aromatic | sweet | amber | aldehydic,4.36,1417,
https://www.fragrantica.com/perfume/By-Kilian/Good-Girl-Gone-Bad-15924.html,Good Girl Gone Bad By Kilian for women,"Good Girl Gone Bad by By Kilian is a Floral Fruity fragrance for women. Good Girl Gone Bad was launched in 2012. The nose behind this fragrance is Alberto Morillas. Top notes are Osmanthus, Peach, Neroli, Bergamot, Mandarin and Cinnamon; middle notes are Indian Tuberose, Jasmine, Narcissus and May Rose; base notes are Amber, Cedar, Sandalwood, Vetiver and Patchouli.",By Kilian,2012,women,"Osmanthus, Peach, Neroli, Bergamot, Mandarin and Cinnamon","Indian Tuberose, Jasmine, Narcissus and May Rose","Amber, Cedar, Sandalwood, Vetiver and Patchouli",floral | white floral | fruity | tuberose | yellow floral | woody | green | rose | soft spicy | lactonic,6.97,8103,
https://www.fragrantica.com/perfume/By-Kilian/Rolling-in-Love-56402.html,Rolling in Love By Kilian for women and men,"Rolling in Love by By Kilian is a Oriental Floral fragrance for women and men. Rolling in Love was launched in 2019. The nose behind this fragrance is Pascal Gaurin. Top notes are Almond Milk and Ambrette (Musk Mallow); middle notes are Iris, Freesia, Heliotrope, Raspberry, Hedione and Peony; base notes are Tuberose, Vanilla, Tonka Bean, Musk, Lactones and Caramel.",By Kilian,2019,women and men,Almond Milk and Ambrette (Musk Mallow),"Iris, Freesia, Heliotrope, Raspberry, Hedione and Peony","Tuberose, Vanilla, Tonka Bean, Musk, Lactones and Caramel",vanilla | almond | floral | powdery | sweet | musky | tuberose | nutty | iris | fruity,8.74,4472,
https://www.fragrantica.com/perfume/By-Kilian/Moonlight-in-Heaven-35973.html,Moonlight in Heaven By Kilian for women and men,"Moonlight in Heaven by By Kilian is a Floral Fruity fragrance for women and men. Moonlight in Heaven was launched in 2016. The nose behind this fragrance is Calice Becker. Top notes are Grapefruit, Lemon, Pink Pepper, Green Notes, Peach and Clove; middle notes are Mango, Coconut, Rice, Tuberose, Orris and Lactones; base notes are Vetiver, Tonka Bean, Musk, Vanilla and Heliotrope.",By Kilian,2016,women and men,"Grapefruit, Lemon, Pink Pepper, Green Notes, Peach and Clove","Mango, Coconut, Rice, Tuberose, Orris and Lactones","Vetiver, Tonka Bean, Musk, Vanilla and Heliotrope",citrus | sweet | tropical | aromatic | fruity | coconut | vanilla | woody | lactonic | earthy,3.19,5008,
https://www.fragrantica.com/perfume/By-Kilian/Old-Fashioned-96096.html,Old Fashioned By Kilian for women and men,"Old Fashioned by By Kilian is a Oriental Fougere fragrance for women and men. This is a new fragrance. Old Fashioned was launched in 2024. The nose behind this fragrance is Sidonie Lancesseur. Top notes are Wheat, Davana and Bergamot; middle notes are Immortelle, Cedar, Whiskey, Orange Blossom and Tuberose; base notes are Tolu Balsam and Styrax.",By Kilian,2024,women and men,"Wheat, Davana and Bergamot","Immortelle, Cedar, Whiskey, Orange Blossom and Tuberose",Tolu Balsam and Styrax,amber | sweet | warm spicy | herbal | woody | powdery | balsamic | green | nutty | aromatic,2.04,1532,
https://www.fragrantica.com/perfume/By-Kilian/Intoxicated-25991.html,Intoxicated By Kilian for women and men,"Intoxicated by By Kilian is a Oriental Spicy fragrance for women and men. Intoxicated was launched in 2014. The nose behind this fragrance is Calice Becker. Top notes are Cardamom, Coffee, Bergamot and Aldehydes; middle notes are Nutmeg, Cinnamon, Tobacco, Ginger and Geranium; base notes are Caramel, Mocha, Vanilla, Balsam Fir, Patchouli, Coumarin, Sugar and Marshmallow.",By Kilian,2014,women and men,"Cardamom, Coffee, Bergamot and Aldehydes","Nutmeg, Cinnamon, Tobacco, Ginger and Geranium","Caramel, Mocha, Vanilla, Balsam Fir, Patchouli, Coumarin, Sugar and Marshmallow",warm spicy | fresh spicy | coffee | aromatic | cinnamon,2.2,4619,
https://www.fragrantica.com/perfume/By-Kilian/Back-to-Black-6457.html,Back to Black By Kilian for women and men,"Back to Black by By Kilian is a Oriental Woody fragrance for women and men. Back to Black was launched in 2009. The nose behind this fragrance is Calice Becker. The fragrance features White Honey, Tobacco, Cherry, Vanilla, Raspberry, Almond, Gingerbread, Tonka Bean, Amber, Nutmeg, Benzoin, Chamomile, Saffron, Cardamom, Olibanum, Patchouli, French labdanum, Oak, Virginia Cedar, Coriander, Geranium and Bergamot.",By Kilian,2009,women and men,,,,sweet | honey | tobacco | amber | fruity | cherry | vanilla | warm spicy | floral | almond,2.8,6446,
https://www.fragrantica.com/perfume/By-Kilian/Straight-to-Heaven-4323.html,Straight to Heaven By Kilian for men,"Straight to Heaven by By Kilian is a Woody Spicy fragrance for men. Straight to Heaven was launched in 2007. The nose behind this fragrance is Sidonie Lancesseur. Top notes are Rum and Dried Fruits; middle notes are Patchouli, Nutmeg, Jasmine and Hedione; base notes are Virginia Cedar, Musk, Amber, Vanilla, Guaiac Wood, Tonka and Leather.",By Kilian,2007,men,Rum and Dried Fruits,"Patchouli, Nutmeg, Jasmine and Hedione","Virginia Cedar, Musk, Amber, Vanilla, Guaiac Wood, Tonka and Leather",woody | patchouli | rum | warm spicy | powdery | fresh spicy | fruity,1.5,4657,
https://www.fragrantica.com/perfume/By-Kilian/Roses-on-Ice-62616.html,Roses on Ice By Kilian for women and men,"Roses on Ice by By Kilian is a Aromatic fragrance for women and men. Roses on Ice was launched in 2020. The nose behind this fragrance is Frank Voelkl. Top notes are Cucumber, Juniper Berries, Lime, Violet Leaf and Pink Pepper; middle notes are Rose and Ozonic notes; base notes are Musk, Sandalwood, Ambroxan and Cedar.",By Kilian,2020,women and men,"Cucumber, Juniper Berries, Lime, Violet Leaf and Pink Pepper",Rose and Ozonic notes,"Musk, Sandalwood, Ambroxan and Cedar",ozonic | aquatic | aromatic | green | woody | rose | fresh spicy | musky | citrus | powdery,4.19,2378,
https://www.fragrantica.com/perfume/By-Kilian/Sunkissed-Goddess-90336.html,Sunkissed Goddess By Kilian for women and men,"Sunkissed Goddess by By Kilian is a Oriental Floral fragrance for women and men. Sunkissed Goddess was launched in 2024. The nose behind this fragrance is Calice Becker. Top notes are Neroli and Bergamot; middle notes are Ylang-Ylang, Tiare Flower, Tuberose and Jasmine; base notes are Coconut, Vanilla, Guaiac Wood, Labdanum, Heliotrope and Musk.",By Kilian,2024,women and men,Neroli and Bergamot,"Ylang-Ylang, Tiare Flower, Tuberose and Jasmine","Coconut, Vanilla, Guaiac Wood, Labdanum, Heliotrope and Musk",white floral | sweet | yellow floral | coconut | vanilla | woody | citrus | lactonic | fruity | powdery,3.82,814,
https://www.fragrantica.com/perfume/By-Kilian/I-Don-t-Need-A-Prince-By-My-Side-To-Be-A-Princess-50497.html,I Don't Need A Prince By My Side To Be A Princess By Kilian for women and men,"I Don't Need A Prince By My Side To Be A Princess by By Kilian is a Oriental Vanilla fragrance for women and men. I Don't Need A Prince By My Side To Be A Princess was launched in 2018. Top note is Lemon; middle notes are Green Tea, Ginger, Peach, Hedione, Jasmine and Apple; base notes are Marshmallow, Vanilla and Benzoin.",By Kilian,2018,women and men,,"Green Tea, Ginger, Peach, Hedione, Jasmine and Apple","Marshmallow, Vanilla and Benzoin",sweet | vanilla | powdery | fresh | green | fresh spicy | amber | citrus | fruity,2.3,4658,
https://www.fragrantica.com/perfume/By-Kilian/Woman-in-Gold-46469.html,Woman in Gold By Kilian for women,"Woman in Gold by By Kilian is a Chypre Floral fragrance for women. Woman in Gold was launched in 2017. The nose behind this fragrance is Calice Becker. Top notes are Bergamot, Aldehydes and Mandarin Orange; middle notes are Vanilla Absolute, Rose, Geranium, Freesia and Marshmallow; base notes are Vanilla, Akigalawood, Tonka Bean, Patchouli and Musk.",By Kilian,2017,women,"Bergamot, Aldehydes and Mandarin Orange","Vanilla Absolute, Rose, Geranium, Freesia and Marshmallow","Vanilla, Akigalawood, Tonka Bean, Patchouli and Musk",vanilla | citrus | rose | woody | fresh spicy | aromatic | floral | warm spicy | sweet | powdery,4.00,2544,
