url,nombre,descripcion,marca,anio,genero,top_notes,middle_notes,base_notes,accords,rating,votes,error
https://www.fragrantica.com/perfume/Natura/Conexao-de-Humor-93130.html,Conexão de Humor Natura for men,Conexão de Humor by Natura is a Woody Aromatic fragrance for men. Conexão de Humor was launched in 2024. The nose behind this fragrance is Verônica Kato. Top notes are Coconut and Pineapple; middle note is Spices; base note is Priprioca.,Natura,2024,men,Coconut and Pineapple,,,coconut | sweet | tropical | fruity | lactonic | aromatic | vanilla | warm spicy | earthy,4.39,753,
https://www.fragrantica.com/perfume/Natura/Aura-Alba-104821.html,Aura Alba Natura for women,Aura Alba by Natura is a Floral fragrance for women. This is a new fragrance. Aura Alba was launched in 2025. Aura Alba was created by Verônica Kato and Jean-Christophe Hérault. Top notes are Sweet Alyssum and Litchi; middle note is Alba Rose; base notes are Patchouli and Sandalwood.,Natura,2025,women,Sweet Alyssum and Litchi,,Patchouli and Sandalwood,woody | patchouli | fruity | warm spicy | tropical | fresh | balsamic | powdery | earthy,4.45,422,
https://www.fragrantica.com/perfume/Natura/Homem-Cor-Agio-53469.html,Homem Cor.Agio Natura for men,"Homem Cor.Agio by Natura is a Woody fragrance for men. Homem Cor.Agio was launched in 2018. Homem Cor.Agio was created by Verônica Kato and Jean-Christophe Hérault. Top notes are Black Pepper, Nutmeg, Pink Pepper, Cinnamon, Bergamot, Apple, Grapefruit and Mint; middle notes are Rose, Leather, Lavender, Lily-of-the-Valley and Angelica; base notes are Amber, Coumarin, Copahu Balm, Cedar and Labdanum.",Natura,2018,men,"Black Pepper, Nutmeg, Pink Pepper, Cinnamon, Bergamot, Apple, Grapefruit and Mint","Rose, Leather, Lavender, Lily-of-the-Valley and Angelica","Amber, Coumarin, Copahu Balm, Cedar and Labdanum",fresh spicy | rose | amber | warm spicy | aromatic | citrus | floral | leather | woody,4.31,1138,
https://www.fragrantica.com/perfume/Natura/Homem-Dom-56083.html,Homem Dom Natura for men,"Homem Dom by Natura is a Oriental Woody fragrance for men. Homem Dom was launched in 2019. Homem Dom was created by Verônica Kato and Isaac Sinclair. Top notes are Cardamom, Black Pepper and Cypriol Oil or Nagarmotha; middle notes are Black Vanilla Husk, Tonka Bean, Peru Balsam and Violet Leaves; base notes are Priprioca, Sandalwood, Guaiac Wood, Cashmeran, Ambroxan, Vetiver and Musk.",Natura,2019,men,"Cardamom, Black Pepper and Cypriol Oil or Nagarmotha","Black Vanilla Husk, Tonka Bean, Peru Balsam and Violet Leaves","Priprioca, Sandalwood, Guaiac Wood, Cashmeran, Ambroxan, Vetiver and Musk",vanilla | woody | aromatic | warm spicy | amber | powdery | balsamic | musky | earthy | sweet,4.38,1178,
https://www.fragrantica.com/perfume/Natura/Homem-Tato-68157.html,Homem Tato Natura for men,"Homem Tato by Natura is a Woody fragrance for men. Homem Tato was launched in 2021. Homem Tato was created by Verônica Kato and Jean-Christophe Hérault. Top notes are Black Pepper, Cardamom, Saffron and Pataqueira; middle notes are Iris, Sandalwood, Cashmeran and Patchouli; base notes are Leather, Amber, Coumarin and Musk.",Natura,2021,men,"Black Pepper, Cardamom, Saffron and Pataqueira","Iris, Sandalwood, Cashmeran and Patchouli","Leather, Amber, Coumarin and Musk",warm spicy | woody | powdery | leather | fresh spicy | aromatic | amber | iris | animalic | musky,4.36,1246,
https://www.fragrantica.com/perfume/Natura/K-Max-55558.html,K Max Natura for men,"K Max by Natura is a Woody Aromatic fragrance for men. K Max was launched in 2019. K Max was created by Verônica Kato, Nicolas Beaulieu and Jean-Christophe Hérault. Top notes are Mint, Black Pepper, Watery Notes, Citruses, Ginger, Pink Pepper, Grapefruit and Storax; middle notes are Olibanum, Leather, Juniper, Lavender, Violet and Cardamom; base notes are Vetiver, Amber Xtreme, Patchouli, Cedar, Musk, Breu-Branco, Sandalwood and Cashmeran.",Natura,2019,men,"Mint, Black Pepper, Watery Notes, Citruses, Ginger, Pink Pepper, Grapefruit and Storax","Olibanum, Leather, Juniper, Lavender, Violet and Cardamom","Vetiver, Amber Xtreme, Patchouli, Cedar, Musk, Breu-Branco, Sandalwood and Cashmeran",fresh spicy | aromatic | woody | fresh | citrus | green | warm spicy | amber | aquatic | powdery,4.30,950,
https://www.fragrantica.com/perfume/Natura/Essencial-Atrai-104268.html,Essencial Atrai Natura for women,"Essencial Atrai by Natura is a Floral fragrance for women. This is a new fragrance. Essencial Atrai was launched in 2025. The nose behind this fragrance is Verônica Kato. Top notes are Raspberry, Pink Pepper, Cassis, Mandarin Orange, Apple, Pear, Bergamot, Pineapple and Grapefruit; middle notes are Violet, Jasmine, Rose and Lily of the Valley; base notes are Chocolate, Vanilla, Praline, Amber, Dulce de leche, Benzoin, Musk, Sandalwood, Patchouli, Cedar, Labdanum and Moss.",Natura,2025,women,"Raspberry, Pink Pepper, Cassis, Mandarin Orange, Apple, Pear, Bergamot, Pineapple and Grapefruit","Violet, Jasmine, Rose and Lily of the Valley","Chocolate, Vanilla, Praline, Amber, Dulce de leche, Benzoin, Musk, Sandalwood, Patchouli, Cedar, Labdanum and Moss",sweet | fruity | amber | powdery | woody | warm spicy | vanilla | soft spicy | chocolate | fresh,4.29,351,
https://www.fragrantica.com/perfume/Natura/Kaiak-13237.html,Kaiak Natura for men,"Kaiak by Natura is a Aromatic Fougere fragrance for men. Kaiak was launched in 1996. The nose behind this fragrance is Eurico Mazzini. Top notes are Bergamot, Amalfi Lemon, Cassis and Galbanum; middle notes are African Orange Flower, Geranium, Jasmine, Lily-of-the-Valley and Transparent Woods; base notes are oak moss, Musk, Amber and Sandalwood.",Natura,1996,men,"Bergamot, Amalfi Lemon, Cassis and Galbanum","African Orange Flower, Geranium, Jasmine, Lily-of-the-Valley and Transparent Woods","oak moss, Musk, Amber and Sandalwood",citrus | aromatic | white floral | green | fresh spicy | woody | fresh | mossy | earthy | musky,3.57,1409,
https://www.fragrantica.com/perfume/Natura/Homem-26088.html,Homem Natura for men,"Homem by Natura is a Aromatic Fougere fragrance for men. Homem was launched in 1997. The nose behind this fragrance is Francisco Marano. Top notes are Ginger, Bergamot and Nutmeg; middle notes are Apple, Pear and Peach; base notes are Musk, Cedar and Sandalwood.",Natura,1997,men,"Ginger, Bergamot and Nutmeg","Apple, Pear and Peach","Musk, Cedar and Sandalwood",fresh spicy | fruity | citrus | woody | fresh | powdery | musky,4.10,1334,
https://www.fragrantica.com/perfume/Natura/Una-Artisan-46579.html,Una Artisan Natura for women,"Una Artisan by Natura is a Chypre Floral fragrance for women. Una Artisan was launched in 2017. Una Artisan was created by Verônica Kato and Harry Fremont. Top notes are Pear, Cassis, Mandarin Orange, Green Leaves, Pink Pepper, Bergamot and Marigold; middle notes are Rose, Peony, Jasmine, Lily-of-the-Valley and Hyacinth; base notes are Patchouli, Musk, Sandalowood, Vanilla, Cashmere Wood and Oakmoss.",Natura,2017,women,"Pear, Cassis, Mandarin Orange, Green Leaves, Pink Pepper, Bergamot and Marigold","Rose, Peony, Jasmine, Lily-of-the-Valley and Hyacinth","Patchouli, Musk, Sandalowood, Vanilla, Cashmere Wood and Oakmoss",woody | green | rose | floral | fresh | fruity | musky | citrus | earthy | aromatic,4.33,1270,
https://www.fragrantica.com/perfume/Natura/Essencial-Atrai-105701.html,Essencial Atrai Natura for men,"Essencial Atrai by Natura is a Woody Spicy fragrance for men. This is a new fragrance. Essencial Atrai was launched in 2025. The nose behind this fragrance is Verônica Kato. Top notes are Pink Pepper, Cardamom, Nutmeg, Lavender, Cinammon, Apple, Black Pepper, Sage, Bergamot, Mandarin Orange and Basil; middle notes are Wine Lees, Milk Cream, Raspberry and Violet; base notes are Cacao, Vanilla, Benzoin, Amber, Sandalwood, Patchouli, Cedar, Musk, Vetiver and Moss.",Natura,2025,men,"Pink Pepper, Cardamom, Nutmeg, Lavender, Cinammon, Apple, Black Pepper, Sage, Bergamot, Mandarin Orange and Basil","Wine Lees, Milk Cream, Raspberry and Violet","Cacao, Vanilla, Benzoin, Amber, Sandalwood, Patchouli, Cedar, Musk, Vetiver and Moss",warm spicy | woody | amber | cacao | powdery | fruity | sweet | vanilla | aromatic | fresh spicy,4.29,324,
https://www.fragrantica.com/perfume/Natura/Kaiak-Urbe-26136.html,Kaiak Urbe Natura for men,"Kaiak Urbe by Natura is a Aromatic Fougere fragrance for men. Kaiak Urbe was launched in 2012. Top notes are Green Notes, Apple, Mint, Lemon, Bergamot, Mandarin Orange and Dihydromyrcenol; middle notes are Nutmeg, Lavender, Basil and Geranium; base notes are Exotic Woods, Musk, Cedar, Sandalwood, Amber and Tonka Bean.",Natura,2012,men,"Green Notes, Apple, Mint, Lemon, Bergamot, Mandarin Orange and Dihydromyrcenol","Nutmeg, Lavender, Basil and Geranium","Exotic Woods, Musk, Cedar, Sandalwood, Amber and Tonka Bean",fresh spicy | green | aromatic | citrus | woody | fruity | lavender | powdery | fresh,3.98,1089,
https://www.fragrantica.com/perfume/Natura/Ilia-42442.html,Ilía Natura for women,"Ilía by Natura is a Floral Fruity fragrance for women. Ilía was launched in 2015. Ilía was created by Verônica Kato, Alexandra Kosinski and Christophe Raynaud. Top notes are Raspberry, Red Currant, Orange Blossom, Bergamot, Lemon and Pink Grapefruit; middle notes are Jasmine, Gardenia, Peony, Rose, Freesia and Lily-of-the-Valley; base notes are Vanilla, Tonka Bean, Musk and Woody Notes.",Natura,2015,women,"Raspberry, Red Currant, Orange Blossom, Bergamot, Lemon and Pink Grapefruit","Jasmine, Gardenia, Peony, Rose, Freesia and Lily-of-the-Valley","Vanilla, Tonka Bean, Musk and Woody Notes",white floral | citrus | floral | sweet | fruity | vanilla | fresh | rose | powdery | soft spicy,4.22,1357,
https://www.fragrantica.com/perfume/Natura/Kaiak-Aero-48944.html,Kaiak Aero Natura for men,"Kaiak Aero by Natura is a Aromatic Aquatic fragrance for men. Kaiak Aero was launched in 2018. Kaiak Aero was created by Verônica Kato and Natasha Côté. Top notes are Rhubarb, Juniper and Cardamom; middle notes are Sea Notes, Geranium and Violet Leaves; base notes are Ambrocenide, Musk, Cedar and Sandalowood.",Natura,2018,men,"Rhubarb, Juniper and Cardamom","Sea Notes, Geranium and Violet Leaves","Ambrocenide, Musk, Cedar and Sandalowood",aromatic | marine | woody | green | fruity | fresh spicy | aquatic | amber | salty | warm spicy,4.00,1445,
https://www.fragrantica.com/perfume/Natura/Luna-31811.html,Luna Natura for women,"Luna by Natura is a Chypre Floral fragrance for women. Luna was launched in 2014. The nose behind this fragrance is Verônica Kato. Top notes are Italian Mandarin, Red Fruits, Pink Pepper, Apple, Peach, Plum and CO2 Extracts; middle notes are Rose Oil, Turkish Rose Oil, Jasmine Sambac, Egyptian Jasmine, Tunisian Neroli and Violet; base notes are Patchouli, Cedar, Musk, Vanilla, Sweet Notes, Amber, Maltol and CO2 Extracts.",Natura,2014,women,"Italian Mandarin, Red Fruits, Pink Pepper, Apple, Peach, Plum and CO2 Extracts","Rose Oil, Turkish Rose Oil, Jasmine Sambac, Egyptian Jasmine, Tunisian Neroli and Violet","Patchouli, Cedar, Musk, Vanilla, Sweet Notes, Amber, Maltol and CO2 Extracts",rose | citrus | fruity | woody | sweet | white floral | patchouli | floral | powdery | musky,4.00,2037,
https://www.fragrantica.com/perfume/Jo-Malone-London/Wood-Sage-Sea-Salt-25529.html,Wood Sage & Sea Salt Jo Malone London for women and men,"Wood Sage & Sea Salt by Jo Malone London is a Aromatic fragrance for women and men. Wood Sage & Sea Salt was launched in 2014. The nose behind this fragrance is Christine Nagel. The fragrance features Sea Salt, Sage, Grapefruit, Ambrette (Musk Mallow) and Seaweed.",Jo Malone London,2014,women and men,,,,aromatic | salty | marine | citrus | musky | herbal | soft spicy | floral | aquatic,7.54,14729,
https://www.fragrantica.com/perfume/Jo-Malone-London/English-Pear-Freesia-10314.html,English Pear & Freesia Jo Malone London for women,"English Pear & Freesia by Jo Malone London is a Chypre Fruity fragrance for women. English Pear & Freesia was launched in 2010. The nose behind this fragrance is Christine Nagel. Top notes are Pear and Melon; middle notes are Freesia and Rose; base notes are Musk, Patchouli, Rhuburb and Amber.",Jo Malone London,2010,women,Pear and Melon,Freesia and Rose,"Musk, Patchouli, Rhuburb and Amber",floral | fruity | rose | sweet | aquatic | musky | fresh | patchouli | green | powdery,5.97,9102,
https://www.fragrantica.com/perfume/Jo-Malone-London/Myrrh-Tonka-42027.html,Myrrh & Tonka Jo Malone London for women and men,"Myrrh & Tonka by Jo Malone London is a Oriental fragrance for women and men. Myrrh & Tonka was launched in 2016. The nose behind this fragrance is Mathilde Bijaoui. Top note is Lavender; middle note is Myrrh; base notes are Tonka Bean, Vanilla and Almond.",Jo Malone London,2016,women and men,,,"Tonka Bean, Vanilla and Almond",amber | vanilla | sweet | aromatic | warm spicy | balsamic | lavender | almond,3.5,6987,
https://www.fragrantica.com/perfume/Jo-Malone-London/Blackberry-Bay-15134.html,Blackberry & Bay Jo Malone London for women,"Blackberry & Bay by Jo Malone London is a Floral Fruity fragrance for women. Blackberry & Bay was launched in 2012. The nose behind this fragrance is Fabrice Pellegrin. The fragrance features Blackberry, Bay Leaf, Grapefruit, Cedar, Vetiver and Floral Notes.",Jo Malone London,2012,women,,,,fruity | fresh spicy | aromatic | citrus | woody | sweet | camphor | floral | violet,6.89,6836,
https://www.fragrantica.com/perfume/Jo-Malone-London/Peony-Blush-Suede-18767.html,Peony & Blush Suede Jo Malone London for women,"Peony & Blush Suede by Jo Malone London is a Floral fragrance for women. Peony & Blush Suede was launched in 2013. The nose behind this fragrance is Christine Nagel. Top note is Red Apple; middle notes are Peony, Rose, Jasmine and Carnation; base note is Suede.",Jo Malone London,2013,women,,"Peony, Rose, Jasmine and Carnation",,floral | rose | fresh | leather | fruity | musky,8.19,6100,
https://www.fragrantica.com/perfume/Jo-Malone-London/Wild-Bluebell-12310.html,Wild Bluebell Jo Malone London for women,"Wild Bluebell by Jo Malone London is a Floral Green fragrance for women. Wild Bluebell was launched in 2011. The nose behind this fragrance is Christine Nagel. Top notes are Dew Drop, Green Leaves, Bluebell and Clove; middle notes are Persimmon and Peach; base notes are Musk and Powdery Notes.",Jo Malone London,2011,women,"Dew Drop, Green Leaves, Bluebell and Clove",Persimmon and Peach,Musk and Powdery Notes,powdery | musky | green | aquatic | sweet | fruity | warm spicy,8.19,5349,
https://www.fragrantica.com/perfume/Jo-Malone-London/Nectarine-Blossom-amp-Honey-3782.html,Nectarine Blossom & Honey Jo Malone London for women and men,"Nectarine Blossom & Honey by Jo Malone London is a Floral Fruity Gourmand fragrance for women and men. Nectarine Blossom & Honey was launched in 2005. The nose behind this fragrance is Jo Malone. Top notes are Green Notes, Black Currant and Petitgrain; middle notes are Nectarine, Black locust and Black locust Honey; base notes are Peach, Plum and Vetiver.",Jo Malone London,2005,women and men,"Green Notes, Black Currant and Petitgrain","Nectarine, Black locust and Black locust Honey","Peach, Plum and Vetiver",fruity | sweet | green | powdery | fresh | white floral,4.29,4907,
https://www.fragrantica.com/perfume/Jo-Malone-London/Cypress-Grapevine-Cologne-Intense-61928.html,Cypress & Grapevine Cologne Intense Jo Malone London for women and men,"Cypress & Grapevine Cologne Intense by Jo Malone London is a Woody Aromatic fragrance for women and men. Cypress & Grapevine Cologne Intense was launched in 2020. The nose behind this fragrance is Sophie Labbe. The fragrance features Cypress, Woody Notes and Vine.",Jo Malone London,2020,women and men,,,,woody | aromatic | green | fresh spicy,3.69,1478,
https://www.fragrantica.com/perfume/Jo-Malone-London/Scarlet-Poppy-Intense-64551.html,Scarlet Poppy Intense Jo Malone London for women and men,"Scarlet Poppy Intense by Jo Malone London is a Oriental Floral fragrance for women and men. Scarlet Poppy Intense was launched in 2020. The nose behind this fragrance is Mathilde Bijaoui. Top note is Ambrette (Musk Mallow); middle notes are Orris, Fig and Poppy; base notes are Tonka Bean, Heliotrope and Barley.",Jo Malone London,2020,women and men,,"Orris, Fig and Poppy","Tonka Bean, Heliotrope and Barley",powdery | vanilla | floral | sweet | iris | musky | fruity | amber | aromatic | almond,1.1,2229,
https://www.fragrantica.com/perfume/Jo-Malone-London/Lime-Basil-Mandarin-5585.html,Lime Basil & Mandarin Jo Malone London for women and men,"Lime Basil & Mandarin by Jo Malone London is a Citrus Aromatic fragrance for women and men. Lime Basil & Mandarin was launched in 1999. The nose behind this fragrance is Jo Malone. Top notes are Lime, Mandarin Orange and Bergamot; middle notes are Basil, Thyme, Lilac and Iris; base notes are Vetiver and Patchouli.",Jo Malone London,1999,women and men,"Lime, Mandarin Orange and Bergamot","Basil, Thyme, Lilac and Iris",Vetiver and Patchouli,citrus | aromatic | fresh spicy | green | woody | herbal,6.89,4135,
https://www.fragrantica.com/perfume/Jo-Malone-London/Ginger-Biscuit-Cologne-2023-87708.html,Ginger Biscuit Cologne (2023) Jo Malone London for women and men,"Ginger Biscuit Cologne (2023) by Jo Malone London is a Oriental Spicy fragrance for women and men. Ginger Biscuit Cologne (2023) was launched in 2023. Top notes are Ginger, Cinnamon and Nutmeg; middle notes are Caramel and Hazelnut; base notes are Vanilla and Tonka Bean.",Jo Malone London,2023,women and men,"Ginger, Cinnamon and Nutmeg",Caramel and Hazelnut,Vanilla and Tonka Bean,fresh spicy | vanilla | caramel | cinnamon | sweet | warm spicy | fresh | nutty,4.28,1280,
https://www.fragrantica.com/perfume/Jo-Malone-London/Velvet-Rose-Oud-15286.html,Velvet Rose & Oud Jo Malone London for women and men,"Velvet Rose & Oud by Jo Malone London is a Oriental Floral fragrance for women and men. Velvet Rose & Oud was launched in 2012. The nose behind this fragrance is Fabrice Pellegrin. The fragrance features Damask Rose, Agarwood (Oud), Praline and Clove.",Jo Malone London,2012,women and men,,,,rose | oud | sweet | floral | warm spicy | lactonic | Next | Stay,1.6,3384,
https://www.fragrantica.com/perfume/Jo-Malone-London/Pomegranate-Noir-5581.html,Pomegranate Noir Jo Malone London for women and men,"Pomegranate Noir by Jo Malone London is a Aromatic Fruity fragrance for women and men. Pomegranate Noir was launched in 2005. The nose behind this fragrance is Beverley Bayne. Top notes are Pomegranate, Rhuburb, Plum, Raspberry and Watermelon; middle notes are Clove, Pink Pepper, Guaiac Wood, Olibanum, Opoponax, Rose, Jasmine and Lily-of-the-Valley; base notes are Virginia Cedar, Patchouli, Amber and Musk.",Jo Malone London,2005,women and men,"Pomegranate, Rhuburb, Plum, Raspberry and Watermelon","Clove, Pink Pepper, Guaiac Wood, Olibanum, Opoponax, Rose, Jasmine and Lily-of-the-Valley","Virginia Cedar, Patchouli, Amber and Musk",woody | warm spicy | fruity | sweet | amber | fresh spicy | soft spicy | Next | Stay,6.89,3619,
https://www.fragrantica.com/perfume/Jo-Malone-London/Mimosa-Cardamom-31825.html,Mimosa & Cardamom Jo Malone London for women and men,Mimosa & Cardamom by Jo Malone London is a Oriental Floral fragrance for women and men. Mimosa & Cardamom was launched in 2015. The nose behind this fragrance is Marie Salamagne. Top note is Cardamom; middle note is Mimosa; base note is Tonka Bean.,Jo Malone London,2015,women and men,,,,yellow floral | warm spicy | powdery | sweet | aromatic | floral | vanilla | amber,2.14,3523,
https://www.fragrantica.com/perfume/Jo-Malone-London/Raspberry-Ripple-108293.html,Raspberry Ripple Jo Malone London for women and men,Raspberry Ripple by Jo Malone London is a Floral Fruity fragrance for women and men. This is a new fragrance. Raspberry Ripple was launched in 2025. Top note is Red Currant; middle note is Raspberry; base note is White Musk.,Jo Malone London,2025,women and men,,,,fruity | sweet | musky | soft spicy | fresh,3.61,550,
https://www.fragrantica.com/perfume/Jo-Malone-London/Oud-Bergamot-12928.html,Oud & Bergamot Jo Malone London for women and men,"Oud & Bergamot by Jo Malone London is a Oriental fragrance for women and men. Oud & Bergamot was launched in 2010. The nose behind this fragrance is Christine Nagel. The fragrance features Agarwood (Oud), Bergamot, Virginia Cedar, Orange and Amalfi Lemon.",Jo Malone London,2010,women and men,,,,citrus | oud | woody | fresh spicy | aromatic,6.99,3057,
https://www.fragrantica.com/perfume/Jo-Malone-London/Orange-Blossom-2279.html,Orange Blossom Jo Malone London for women and men,"Orange Blossom by Jo Malone London is a Floral fragrance for women and men. Orange Blossom was launched in 2003. The nose behind this fragrance is Jean Claude Delville. Top note is Tangerine Blossom; middle notes are Orange Blossom, Lilac and Water Lily; base notes are Vetiver and Iris.",Jo Malone London,2003,women and men,,"Orange Blossom, Lilac and Water Lily",Vetiver and Iris,white floral | citrus | floral | sweet | fresh,4.97,3321,
https://www.fragrantica.com/perfume/Jo-Malone-London/English-Pear-Sweet-Pea-84035.html,English Pear & Sweet Pea Jo Malone London for women and men,English Pear & Sweet Pea by Jo Malone London is a Aromatic Fruity fragrance for women and men. English Pear & Sweet Pea was launched in 2023. Top note is Williams Pear; middle note is Sweet Pea; base note is White Musk.,Jo Malone London,2023,women and men,,,,floral | sweet | musky | powdery | honey,2.39,997,
https://www.fragrantica.com/perfume/Jo-Malone-London/Scarlet-Poppy-Cologne-Intense-79435.html,Scarlet Poppy Cologne Intense Jo Malone London for women and men,Scarlet Poppy Cologne Intense by Jo Malone London is a Floral fragrance for women and men. Scarlet Poppy Cologne Intense was launched in 2021. The nose behind this fragrance is Mathilde Bijaoui. Top note is Ambrette (Musk Mallow); middle note is Red Poppy; base note is Tonka Bean.,Jo Malone London,2021,women and men,,,,floral | vanilla | sweet | musky | amber | aromatic | fresh spicy | warm spicy | powdery | Next,6.74,902,
https://www.fragrantica.com/perfume/Jo-Malone-London/Hinoki-Cedarwood-96902.html,Hinoki & Cedarwood Jo Malone London for women and men,Hinoki & Cedarwood by Jo Malone London is a fragrance for women and men. This is a new fragrance. Hinoki & Cedarwood was launched in 2024. Hinoki & Cedarwood was created by Celine Roux and Anne Flipo. The fragrance features Hinoki and Cedarwood.,Jo Malone London,2024,women and men,,,,woody | aromatic | fresh spicy | powdery,0.49,664,
